Data;Casa Verde;Freguesia do Ó;Jaçanã / Tremembé;Vila Maria / Guilherme;Pirituba / Jaraguá;Perus;Santana;Aricanduva / Vila Formosa;Ermelino Matarazzo;Guaianazes;Itaquera;Itaim Paulista;Móoca;São Miguel Paulista;Penha;São Mateus; Cidade Tiradentes;Vila Prudente;Sapopemba;Consolação;Sé;Butantã;Lapa;Pinheiros;M Boi Mirim;Campo Limpo;Capela do Socorro;Ipiranga;Jabaquara;Santo Amaro;Vila Mariana;Parelheiros ;Cidade Ademar;Incidente
30/03/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
31/03/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
01/04/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
02/04/2024;0,4;0,3;0,1;0,4;0,2;0,2;0,4;0,2;0,4;0,1;0,3;0,1;0,1;0,1;0,5;0,1;0,3;0,0;0,1;0,0;0,1;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
03/04/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
04/04/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
05/04/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
06/04/2024;0,1;0,0;0,3;0,1;0,0;0,0;0,1;0,0;0,3;0,1;0,2;0,3;0,0;0,2;0,2;0,0;0,1;0,0;0,0;0,0;0,0;0,2;0,0;0,0;4,0;2,6;6,3;0,0;0,3;0,9;0,0;23,7;1,7;0
07/04/2024;0,0;0,0;0,2;0,1;0,0;0,0;0,1;0,2;0,6;0,2;0,2;0,7;0,0;0,6;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0
08/04/2024;1,9;1,6;10,9;7,5;1,6;1,3;2,7;8,9;18,8;9,3;11,0;8,8;4,3;12,8;18,0;7,0;7,3;4,7;5,6;1,8;1,6;1,1;1,3;1,1;0,8;1,1;2,5;1,7;0,7;0,9;0,6;5,8;0,8;1
09/04/2024;1,8;1,5;4,3;3,7;1,8;2,8;2,3;0,9;2,2;1,2;1,2;1,7;1,5;1,9;2,0;0,8;1,2;0,7;0,4;14,0;5,2;1,2;2,8;3,3;1,0;1,2;2,0;0,7;0,9;1,1;1,7;4,8;1,0;0
10/04/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
11/04/2024;0,1;0,0;1,4;0,3;0,0;0,0;0,6;0,0;0,1;0,2;0,3;0,0;0,0;0,0;0,1;0,3;0,4;0,0;0,1;0,0;0,0;0,2;0,0;0,0;0,4;0,3;0,2;0,1;0,3;0,3;0,0;0,8;0,3;0
12/04/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
13/04/2024;0,0;0,2;0,0;0,0;1,7;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
14/04/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
15/04/2024;0,0;0,0;0,4;0,4;0,2;0,3;0,1;0,5;0,2;0,4;1,6;0,0;0,0;0,2;0,2;9,9;3,0;1,6;8,3;0,0;0,0;0,8;0,5;0,9;5,3;1,5;19,3;6,0;9,5;4,0;1,2;10,4;14,3;0
16/04/2024;0,0;0,0;0,2;2,7;0,0;0,0;0,6;1,6;1,2;0,2;0,8;0,1;2,2;0,3;1,9;1,5;1,3;1,9;1,4;0,0;0,7;0,0;0,0;0,0;0,5;0,2;0,6;2,4;0,2;0,2;0,4;2,4;0,9;0
17/04/2024;6,1;6,4;4,0;5,9;6,2;5,0;5,3;9,4;12,7;6,2;8,5;7,0;9,3;9,1;12,4;8,6;7,7;8,9;8,4;10,3;9,7;13,6;10,6;12,8;13,0;12,0;18,2;8,9;13,4;12,4;10,3;30,3;14,5;1
18/04/2024;0,4;0,3;1,1;0,5;0,2;0,2;0,5;0,3;0,3;0,3;0,2;0,3;0,4;0,3;0,3;0,4;0,3;0,2;0,3;0,5;0,3;0,6;0,2;0,4;2,4;1,2;1,8;0,3;0,9;0,6;0,5;4,1;1,1;0
19/04/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
20/04/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
21/04/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
22/04/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
23/04/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
24/04/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
25/04/2024;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,2;0,0;0,0;0,0;0,0;1,8;0,0;0
26/04/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
27/04/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
28/04/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
29/04/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
30/04/2024;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
